204;295;0
207;295;0
209;295;0
211;295;0
212;294;0
213;294;0
213;294;0
214;294;0
214;293;0
214;293;0
214;293;0
214;293;0
214;293;0
214;293;0
214;293;0
214;293;0
214;293;0
214;292;0
214;292;0
213;292;0
213;292;0
213;292;0
213;291;0
213;292;0
213;292;0
213;291;0
213;291;0
213;291;0
213;291;0
212;291;0
212;291;0
212;291;0
212;291;0
212;291;0
212;291;0
212;291;0
212;291;0
212;291;0
212;291;0
212;290;0
212;290;0
212;290;0
212;290;0
212;290;0
212;290;0
211;290;0
212;290;0
212;290;0
211;290;0
211;290;0
211;290;0
212;289;0
211;290;0
211;290;0
211;289;0
211;289;0
211;289;0
211;289;0
211;289;0
211;289;0
211;289;0
211;289;0
211;289;0
210;289;0
210;288;0
210;288;0
211;288;0
210;288;0
210;288;0
210;288;0
210;288;0
210;288;0
210;288;0
210;288;0
211;288;0
211;288;0
211;288;0
211;288;0
211;288;0
211;288;0
211;288;0
211;288;0
211;288;0
211;287;0
211;287;0
211;288;0
211;287;0
211;288;0
211;287;0
211;287;0
211;287;0
211;287;0
211;287;0
211;287;0
211;287;0
211;287;0
211;287;0
211;286;0
211;287;0
211;286;0
211;286;0
211;286;0
211;287;0
211;286;0
211;286;0
211;286;0
211;286;0
211;287;0
211;286;0
211;287;0
211;286;0
211;286;0
211;286;0
211;286;0
211;287;0
211;286;0
211;286;0
211;286;0
211;287;0
211;286;0
211;286;0
211;286;0
211;286;0
211;286;0
211;286;0
211;286;0
211;286;0
211;286;0
211;286;0
211;286;0
211;286;0
210;286;0
211;286;0
211;286;0
210;286;0
211;286;0
211;286;0
211;286;0
210;286;0
211;286;0
211;286;0
210;286;0
211;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
211;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
210;286;0
209;286;0
209;286;0
210;286;0
209;286;0
209;286;0
209;286;0
209;286;0
209;286;0
209;286;0
209;286;0
209;286;0
209;286;0
209;286;0
209;286;0
209;286;0
209;286;0
209;286;0
209;286;0
209;285;0
209;286;0
209;286;0
209;286;0
209;286;0
209;286;0
209;286;0
209;286;0
209;286;0
209;286;0
210;286;0
210;286;0
210;286;0
210;286;0
209;286;0
210;286;0
210;285;0
210;285;0
210;286;0
210;286;0
210;286;0
209;286;0
210;286;0
209;286;0
209;285;0
210;285;0
209;286;0
209;286;0
209;285;0
209;285;0
209;285;0
211;285;0
210;285;0
209;285;0
209;285;0
210;286;0
209;286;0
209;286;0
210;286;0
210;286;0
209;285;0
209;285;0
210;285;0
210;286;0
210;286;0
210;285;0
210;285;0
210;285;0
210;285;0
210;285;0
210;285;0
210;285;0
210;285;0
210;285;0
211;286;0
211;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
213;285;0
212;286;0
212;285;0
212;285;0
212;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
212;285;0
212;285;0
212;285;0
213;285;0
212;285;0
212;285;0
213;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
213;285;0
212;285;0
212;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
210;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
210;285;0
211;285;0
212;285;0
212;285;0
212;285;0
212;285;0
212;285;0
213;286;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
211;285;0
213;285;0
213;285;0
213;285;0
213;285;0
214;285;0
212;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;286;0
213;285;0
213;285;0
213;285;0
213;285;0
214;285;0
213;286;0
213;285;0
214;285;0
213;285;0
214;285;0
213;285;0
213;285;0
213;285;0
213;285;0
213;285;0
214;286;0
213;285;0
213;286;0
213;286;0
214;285;0
213;286;0
214;285;0
213;286;0
213;286;0
214;286;0
214;285;0
214;286;0
214;285;0
214;285;0
214;286;0
214;285;0
213;286;0
214;286;0
214;285;0
213;286;0
214;285;0
214;285;0
214;286;0
214;286;0
214;286;0
214;286;0
213;285;0
214;285;0
214;286;0
213;285;0
213;285;0
214;286;0
213;286;0
213;286;0
214;286;0
213;286;0
213;286;0
214;285;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
214;285;0
214;286;0
213;286;0
213;286;0
213;286;0
214;286;0
214;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;285;0
213;286;0
213;285;0
213;286;0
213;286;0
213;286;0
211;285;0
213;286;0
213;285;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
214;286;0
213;286;0
213;286;0
214;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
214;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
214;286;0
214;286;0
213;286;0
214;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
214;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
214;286;0
213;286;0
213;286;0
213;286;0
214;286;0
213;286;0
213;286;0
214;286;0
213;286;0
213;286;0
214;286;0
214;286;0
214;286;0
213;286;0
214;286;0
213;285;0
213;286;0
214;286;0
213;286;0
213;286;0
213;286;0
213;286;0
214;286;0
214;286;0
213;286;0
213;286;0
214;285;0
214;285;0
213;285;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
213;286;0
214;285;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;285;0
214;285;0
214;285;0
214;285;0
214;285;0
214;286;0
214;286;0
214;286;0
214;285;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
212;285;0
214;286;0
214;286;0
214;286;0
214;286;0
213;286;0
214;286;0
214;286;0
214;286;0
213;286;0
214;286;0
214;286;0
214;285;0
213;286;0
214;286;0
213;286;0
212;286;0
213;285;0
213;286;0
213;286;0
213;286;0
213;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
213;286;0
212;286;0
213;286;0
212;286;0
212;286;0
213;286;0
213;286;0
213;286;0
213;286;0
212;286;0
212;286;0
212;286;0
212;286;0
213;286;0
212;286;0
213;286;0
213;286;0
213;286;0
212;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
214;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
214;286;0
213;286;0
213;286;0
213;286;0
214;286;0
213;286;0
213;286;0
213;286;0
213;286;0
213;286;0
214;286;0
214;286;0
213;286;0
213;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
215;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
215;286;0
214;286;0
215;286;0
214;286;0
214;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
214;286;0
215;286;0
215;286;0
215;286;0
215;286;0
214;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
215;286;0
214;286;0
215;286;0
215;286;0
215;286;0
215;286;0
214;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
215;286;0
214;286;0
215;286;0
215;286;0
214;286;0
214;286;0
215;286;0
214;286;0
214;286;0
214;286;0
214;286;0
215;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
214;286;0
